campaign,date,impressions,adClicks,adCost,CPC,CTR,costPerConversion,newVisits,visits,bounces,organicSearches
CCL June-July 13,20130704,23393,1695,4741.92,2.80,7.25,0,0,0,0,0
CCL June-July 13,20130705,22980,1540,4734.16,3.07,6.70,0,0,0,0,0
CCL June-July 13,20130706,21952,1553,4743.98,3.05,7.07,0,0,0,0,0
CCL June-July 13,20130707,22767,1528,4754.55,3.11,6.71,0,0,0,0,0
CCL June-July 13,20130708,24807,1607,5024.35,3.13,6.48,0,0,0,0,0
CCL June-July 13,20130709,23357,1466,4969.17,3.39,6.28,0,0,0,0,0
CCL June-July 13,20130710,22350,1502,4911.28,3.27,6.72,0,0,0,0,0
CCL June-July 13,20130711,21275,1387,4788.38,3.45,6.52,0,0,0,0,0
CCL June-July 13,20130712,23773,1281,4683.48,3.66,5.39,0,0,0,0,0
CCL June-July 13,20130713,24018,1429,4720.08,3.30,5.95,0,0,0,0,0
CCL June-July 13,20130714,24308,1508,4710.73,3.12,6.20,0,0,0,0,0
CCL June-July 13,20130715,25542,1425,4961.52,3.48,5.58,0,0,0,0,0
CCL June-July 13,20130716,25070,1413,4870.31,3.45,5.64,0,0,0,0,0
CCL June-July 13,20130717,22187,1369,4853.01,3.54,6.17,0,0,0,0,0
CCL June-July 13,20130718,21056,1305,4789.1,3.67,6.20,0,0,0,0,0
CCL June-July 13,20130719,20524,1242,4639.24,3.74,6.05,0,0,0,0,0
CCL June-July 13,20130720,18679,1068,4645.71,4.35,5.72,0,0,0,0,0
CCL June-July 13,20130721,19402,1144,4636.48,4.05,5.90,0,0,0,0,0
CCL June-July 13,20130722,21624,1402,4916.71,3.51,6.48,0,0,0,0,0
CCL June-July 13,20130723,23452,1436,4832.38,3.37,6.12,0,0,0,0,0
CCL June-July 13,20130724,21054,1379,4713.81,3.42,6.55,0,0,0,0,0
CCL June-July 13,20130725,22169,1459,4642.86,3.18,6.58,0,0,0,0,0
CCL June-July 13,20130726,19535,1217,4546.46,3.74,6.23,0,0,0,0,0
CCL June-July 13,20130727,24785,1545,4566.39,2.96,6.23,0,0,0,0,0
CCL June-July 13,20130728,21651,1229,4721.08,3.84,5.68,0,0,0,0,0
CCL June-July 13,20130729,20378,1311,4513.84,3.44,6.43,0,0,0,0,0
CCL June-July 13,20130730,22836,1334,4454.38,3.34,5.84,0,0,0,0,0
CCL June-July 13,20130731,21015,1197,4431.67,3.70,5.70,0,49,156,66,0
CCL June-July 13,20130801,0,0,0,0.00,0.00,0,0,8,0,0
Navara CNG 2013,20130716,42108,883,6909.45,7.82,2.10,0,0,0,0,0
Navara CNG 2013,20130717,46081,941,6959.52,7.40,2.04,0,0,0,0,0
Navara CNG 2013,20130718,35048,1169,6832.03,5.84,3.34,0,0,0,0,0
Navara CNG 2013,20130719,31516,1273,6623.83,5.20,4.04,0,0,0,0,0
Navara CNG 2013,20130720,34652,1323,6601.16,4.99,3.82,0,0,0,0,0
Navara CNG 2013,20130721,40523,1269,6637.61,5.23,3.13,0,0,0,0,0
Navara CNG 2013,20130722,37864,1359,6947.88,5.11,3.59,0,0,0,0,0
Navara CNG 2013,20130723,34082,1323,6900.55,5.22,3.88,0,0,0,0,0
Navara CNG 2013,20130724,29166,1258,6328.54,5.03,4.31,0,0,0,0,0
New Almera,20140205,0,0,0,0.00,0.00,0,8,16,0,0
New Almera,20140206,0,0,0,0.00,0.00,0,8,8,0,0
New Almera,20140207,0,0,0,0.00,0.00,0,33,41,0,0
New Almera,20140208,0,0,0,0.00,0.00,0,33,49,0,0
New Almera,20140209,0,0,0,0.00,0.00,0,16,16,0,0
New Almera,20140210,0,0,0,0.00,0.00,0,16,16,0,0
New Almera,20140211,0,0,0,0.00,0.00,0,8,16,0,0
New Almera,20140212,0,0,0,0.00,0.00,0,16,25,0,0
Nissan Almera,20130101,13600,592,3649.48,6.16,4.35,456.19,1123,1271,623,0
Nissan Almera,20130102,14003,617,3635.2,5.89,4.41,0.00,1041,1148,508,0
Nissan Almera,20130103,10268,521,3636.4,6.98,5.07,0.00,721,967,295,0
Nissan Almera,20130104,12149,520,3619.23,6.96,4.28,0.00,312,476,57,0
Nissan Almera,20130105,9756,483,3634.36,7.52,4.95,0.00,336,476,16,0
Nissan Almera,20130106,10396,499,3629.41,7.27,4.80,0.00,254,394,16,0
Nissan Almera,20130107,11786,611,3814.37,6.24,5.18,0.00,369,508,33,0
Nissan Almera,20130108,12361,614,3770,6.14,4.97,0.00,312,525,57,0
Nissan Almera,20130109,10607,580,3745.36,6.46,5.47,0.00,353,541,0,0
Nissan Almera,20130110,11473,560,3684.1,6.58,4.88,0.00,451,689,66,0
Nissan Almera,20130111,10488,617,3616.29,5.86,5.88,0.00,418,533,16,0
Nissan Almera,20130112,8892,533,3610.1,6.77,5.99,451.26,312,525,57,0
Nissan Almera,20130113,8410,539,3620.5,6.72,6.41,0.00,369,508,8,0
Nissan Almera,20130114,9268,611,3814.56,6.24,6.59,0.00,385,639,41,0
Nissan Almera,20130115,10502,596,3725.31,6.25,5.68,465.66,1017,1386,426,0
Nissan Almera,20130116,12033,664,3693.35,5.56,5.52,0.00,1418,1746,730,0
Nissan Almera,20130117,10046,653,3638.71,5.57,6.50,0.00,1140,1459,517,0
Nissan Almera,20130118,11338,662,3586.08,5.42,5.84,448.26,1115,1443,443,0
Nissan Almera,20130119,10215,617,3591.9,5.82,6.04,224.49,951,1320,476,0
Nissan Almera,20130120,9802,598,3577.05,5.98,6.10,0.00,918,1230,426,0
Nissan Almera,20130121,10642,635,3635.1,5.72,5.97,454.39,1000,1336,451,0
Nissan Almera,20130122,10649,632,3644.11,5.77,5.93,455.51,926,1222,410,0
Nissan Almera,20130123,11895,667,3638.88,5.46,5.61,0.00,795,1140,295,0
Nissan Almera,20130124,11029,625,3595.72,5.75,5.67,0.00,771,1123,320,0
Nissan Almera,20130125,11636,603,3540.81,5.87,5.18,0.00,721,1000,262,0
Nissan Almera,20130126,6558,360,2010.52,5.58,5.49,0.00,631,902,312,0
Nissan Almera,20130127,0,0,0,0.00,0.00,0.00,435,533,246,0
Nissan Almera,20130128,0,0,0,0.00,0.00,0.00,385,426,238,0
Nissan Almera,20130129,0,0,0,0.00,0.00,0.00,385,508,213,0
Nissan Almera,20130130,0,0,0,0.00,0.00,0.00,402,500,254,0
Nissan Almera,20130131,0,0,0,0.00,0.00,0.00,336,426,221,0
Nissan Almera,20130201,16823,790,4212.33,5.33,4.70,0.00,967,1238,410,0
Nissan Almera,20130202,14848,737,4220.04,5.73,4.96,0.00,869,1189,320,0
Nissan Almera,20130203,13428,665,4243.3,6.38,4.95,0.00,820,1107,271,0
Nissan Almera,20130204,12206,686,4597.06,6.70,5.62,0.00,795,1107,295,0
Nissan Almera,20130205,14917,745,4516.51,6.06,4.99,0.00,992,1238,377,0
Nissan Almera,20130206,13103,734,4326.63,5.89,5.60,0.00,861,1123,279,0
Nissan Almera,20130207,14126,752,4268.2,5.68,5.32,0.00,754,1066,230,0
Nissan Almera,20130208,13599,703,4178.15,5.94,5.17,0.00,689,1025,189,0
Nissan Almera,20130209,13969,613,4190.93,6.84,4.39,0.00,467,689,66,0
Nissan Almera,20130210,12773,642,4169.9,6.50,5.03,0.00,574,762,123,0
Nissan Almera,20130211,13768,739,4411.57,5.97,5.37,0.00,549,861,82,0
Nissan Almera,20130212,14121,717,4315.55,6.02,5.08,0.00,664,1033,189,0
Nissan Almera,20130213,13133,696,4262.28,6.12,5.30,0.00,590,992,115,0
Nissan Almera,20130214,12390,628,4139.83,6.59,5.07,517.48,426,738,90,0
Nissan Almera,20130215,11752,620,4172.66,6.73,5.28,0.00,410,558,33,0
Nissan Almera,20130216,15372,682,4149.75,6.08,4.44,518.72,369,590,49,0
Nissan Almera,20130217,12739,696,4135.4,5.94,5.46,516.93,541,721,33,0
Nissan Almera,20130218,13996,782,4334.1,5.54,5.59,0.00,394,639,66,0
Nissan Almera,20130219,15039,723,4288.06,5.93,4.81,0.00,377,697,74,0
Nissan Almera,20130220,12850,680,4159.57,6.12,5.29,0.00,394,639,49,0
Nissan Almera,20130221,13655,676,4111.43,6.08,4.95,0.00,459,672,33,0
Nissan Almera,20130222,12875,667,4066.25,6.10,5.18,508.28,369,615,66,0
Nissan Almera,20130223,11777,606,4100.6,6.77,5.15,0.00,402,598,57,0
Nissan Almera,20130224,11580,626,4057.46,6.48,5.41,0.00,369,590,66,0
Nissan Almera,20130225,12908,677,4133.27,6.11,5.24,0.00,418,607,41,0
Nissan Almera,20130226,12336,661,4113.17,6.22,5.36,0.00,435,639,66,0
Nissan Almera,20130227,11949,578,4017.61,6.95,4.84,502.20,377,558,41,0
Nissan Almera,20130228,11424,548,3965.1,7.24,4.80,495.64,402,590,41,0
Nissan Almera,20130301,13007,655,4146.15,6.33,5.04,518.27,369,623,57,0
Nissan Almera,20130302,13351,689,4129.79,5.99,5.16,0.00,525,721,41,0
Nissan Almera,20130303,13509,707,4149.19,5.87,5.23,0.00,451,631,74,0
Nissan Almera,20130304,12934,705,4036.52,5.73,5.45,0.00,361,754,74,0
Nissan Almera,20130305,10330,548,3035.61,5.54,5.30,379.45,312,549,57,0
Nissan Almera,20130306,9097,488,2988.37,6.12,5.36,0.00,344,517,41,0
Nissan Almera,20130307,8932,537,2945.05,5.48,6.01,184.07,312,607,66,0
Nissan Almera,20130308,8988,546,2844.67,5.21,6.07,0.00,361,631,66,0
Nissan Almera,20130309,7386,473,2847.97,6.02,6.40,0.00,279,508,33,0
Nissan Almera,20130310,8351,544,2832.77,5.21,6.51,0.00,287,451,33,0
Nissan Almera,20130311,9139,554,3024.41,5.46,6.06,0.00,377,598,82,0
Nissan Almera,20130312,9450,565,3009.2,5.33,5.98,188.08,353,607,74,0
Nissan Almera,20130313,10226,621,2942.22,4.74,6.07,183.89,221,517,25,0
Nissan Almera,20130314,10451,624,2918.81,4.68,5.97,0.00,385,648,82,0
Nissan Almera,20130315,9723,622,2791.75,4.49,6.40,348.97,303,582,41,0
Nissan Almera,20130316,9160,638,2792.42,4.38,6.97,0.00,402,689,82,0
Nissan Almera,20130317,8194,603,2822.28,4.68,7.36,0.00,221,467,25,0
Nissan Almera,20130318,9230,613,2964.31,4.84,6.64,0.00,394,615,90,0
Nissan Almera,20130319,8854,637,2945.46,4.62,7.19,0.00,336,533,16,0
Nissan Almera,20130320,9001,643,2941.93,4.58,7.14,0.00,353,623,57,0
Nissan Almera,20130321,9877,706,2881.66,4.08,7.15,360.21,320,664,66,0
Nissan Almera,20130322,10101,588,2741.02,4.66,5.82,0.00,361,631,57,0
Nissan Almera,20130323,7730,586,2721.8,4.64,7.58,0.00,344,664,74,0
Nissan Almera,20130324,7642,641,2738.48,4.27,8.39,0.00,385,697,74,0
Nissan Almera,20130325,10637,710,2973.26,4.19,6.67,0.00,385,664,82,0
Nissan Almera,20130326,10795,688,2910.23,4.23,6.37,0.00,353,754,74,0
Nissan Almera,20130327,10312,626,2834.69,4.53,6.07,0.00,418,779,49,0
Nissan Almera,20130328,11736,652,2769.76,4.25,5.56,346.22,377,607,33,0
Nissan Almera,20130329,9585,560,2693,4.81,5.84,0.00,230,410,41,0
Nissan Almera,20130330,7218,506,2528.09,5.00,7.01,0.00,262,467,16,0
Nissan Almera,20130331,8614,456,2439.59,5.35,5.29,0.00,238,361,16,0
Nissan Almera,20130401,0,0,0,0.00,0.00,0.00,0,49,0,0
Nissan Almera,20130402,0,0,0,0.00,0.00,0.00,0,33,8,0
Nissan Almera,20130403,0,0,0,0.00,0.00,0.00,0,57,0,0
Nissan Almera,20130404,0,0,0,0.00,0.00,0.00,0,41,16,0
Nissan Almera,20130405,0,0,0,0.00,0.00,0.00,0,25,0,0
Nissan Almera,20130407,0,0,0,0.00,0.00,0.00,8,33,8,0
Nissan Almera,20130408,0,0,0,0.00,0.00,0.00,0,57,8,0
Nissan Almera,20130409,0,0,0,0.00,0.00,0.00,0,25,0,0
Nissan Almera,20130410,0,0,0,0.00,0.00,0.00,0,33,8,0
Nissan Almera,20130411,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130412,0,0,0,0.00,0.00,0.00,8,16,8,0
Nissan Almera,20130413,0,0,0,0.00,0.00,0.00,0,16,8,0
Nissan Almera,20130414,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130415,0,0,0,0.00,0.00,0.00,8,25,8,0
Nissan Almera,20130416,0,0,0,0.00,0.00,0.00,0,8,8,0
Nissan Almera,20130418,0,0,0,0.00,0.00,0.00,0,25,0,0
Nissan Almera,20130419,0,0,0,0.00,0.00,0.00,0,25,0,0
Nissan Almera,20130420,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130421,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130423,0,0,0,0.00,0.00,0.00,8,16,8,0
Nissan Almera,20130424,0,0,0,0.00,0.00,0.00,8,41,8,0
Nissan Almera,20130425,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130426,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130427,0,0,0,0.00,0.00,0.00,0,41,8,0
Nissan Almera,20130428,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130429,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130430,0,0,0,0.00,0.00,0.00,0,41,0,0
Nissan Almera,20130502,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130503,0,0,0,0.00,0.00,0.00,0,25,8,0
Nissan Almera,20130506,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130507,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130508,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130511,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130512,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130513,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130514,0,0,0,0.00,0.00,0.00,0,16,8,0
Nissan Almera,20130518,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130519,0,0,0,0.00,0.00,0.00,0,8,8,0
Nissan Almera,20130520,0,0,0,0.00,0.00,0.00,0,16,8,0
Nissan Almera,20130522,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130524,0,0,0,0.00,0.00,0.00,0,16,16,0
Nissan Almera,20130525,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130526,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130527,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130531,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130605,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130607,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130609,0,0,0,0.00,0.00,0.00,0,8,8,0
Nissan Almera,20130611,0,0,0,0.00,0.00,0.00,0,66,16,0
Nissan Almera,20130612,0,0,0,0.00,0.00,0.00,0,41,8,0
Nissan Almera,20130613,0,0,0,0.00,0.00,0.00,0,115,66,0
Nissan Almera,20130614,0,0,0,0.00,0.00,0.00,0,49,0,0
Nissan Almera,20130617,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130618,0,0,0,0.00,0.00,0.00,0,25,0,0
Nissan Almera,20130619,0,0,0,0.00,0.00,0.00,0,25,16,0
Nissan Almera,20130620,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130622,0,0,0,0.00,0.00,0.00,0,25,8,0
Nissan Almera,20130623,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130624,0,0,0,0.00,0.00,0.00,0,16,8,0
Nissan Almera,20130625,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130626,0,0,0,0.00,0.00,0.00,0,16,8,0
Nissan Almera,20130627,0,0,0,0.00,0.00,0.00,0,8,8,0
Nissan Almera,20130628,0,0,0,0.00,0.00,0.00,0,16,8,0
Nissan Almera,20130629,0,0,0,0.00,0.00,0.00,0,16,8,0
Nissan Almera,20130630,0,0,0,0.00,0.00,0.00,0,8,8,0
Nissan Almera,20130701,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130706,0,0,0,0.00,0.00,0.00,0,16,8,0
Nissan Almera,20130707,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130708,0,0,0,0.00,0.00,0.00,0,8,8,0
Nissan Almera,20130709,0,0,0,0.00,0.00,0.00,0,25,0,0
Nissan Almera,20130711,0,0,0,0.00,0.00,0.00,0,8,8,0
Nissan Almera,20130712,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130719,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130720,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130724,0,0,0,0.00,0.00,0.00,0,16,8,0
Nissan Almera,20130725,0,0,0,0.00,0.00,0.00,0,25,8,0
Nissan Almera,20130808,0,0,0,0.00,0.00,0.00,0,8,8,0
Nissan Almera,20130816,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130822,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130824,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130828,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130830,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130831,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130906,0,0,0,0.00,0.00,0.00,0,8,8,0
Nissan Almera,20130911,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130913,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130914,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130916,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan Almera,20130917,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130919,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20130928,0,0,0,0.00,0.00,0.00,0,25,25,0
Nissan Almera,20130929,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20131014,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20131022,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Almera,20140116,0,0,0,0.00,0.00,0.00,8,8,0,0
Nissan Almera GDN Jun-July 2013,20130612,2793787,685,5824.64,8.50,0.02,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130613,1294733,690,5751.48,8.34,0.05,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130614,1159308,679,5519.67,8.13,0.06,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130615,925846,738,5532.17,7.50,0.08,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130616,1227944,717,5505.97,7.68,0.06,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130617,1702825,725,5893.67,8.13,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130618,1352808,717,5816.44,8.11,0.05,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130619,1249130,717,5743.41,8.01,0.06,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130620,1547451,677,5628.37,8.31,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130621,1524141,680,5459.03,8.03,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130622,1360945,671,5416.62,8.07,0.05,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130623,1256671,666,5399.14,8.11,0.05,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130624,1563448,676,5778.93,8.55,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130625,1651759,670,5717.92,8.53,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130626,1468852,668,5622.91,8.42,0.05,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130627,1639153,644,5525.66,8.58,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130628,1467447,626,5290.68,8.45,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130629,1144501,653,4939.07,7.56,0.06,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130630,1075497,656,4891.41,7.46,0.06,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130701,1395593,705,5467.04,7.75,0.05,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130702,1618457,668,5413.85,8.10,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130703,1499752,658,5144.54,7.82,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130704,1345262,654,5128.04,7.84,0.05,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130705,1211695,671,5151.29,7.68,0.06,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130706,1273477,703,5120.49,7.28,0.06,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130707,1102418,713,5114.31,7.17,0.06,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130708,1576176,706,5471.94,7.75,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130709,1538867,651,5368.31,8.25,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130710,1526639,646,5341.9,8.27,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130711,1584834,690,5222.49,7.57,0.04,0.00,0,0,0,0
Nissan Almera GDN Jun-July 2013,20130712,31521,8,72.2,9.03,0.03,0.00,0,0,0,0
Nissan Almera MC,20140128,0,0,0,0.00,0.00,0.00,271,541,8,0
Nissan Almera MC,20140129,0,0,0,0.00,0.00,0.00,435,762,0,0
Nissan Almera MC,20140130,0,0,0,0.00,0.00,0.00,230,402,0,0
Nissan Almera MC,20140131,0,0,0,0.00,0.00,0.00,262,508,0,0
Nissan Almera MC,20140201,0,0,0,0.00,0.00,0.00,262,385,8,0
Nissan Almera MC,20140202,0,0,0,0.00,0.00,0.00,230,476,8,0
Nissan Almera MC,20140203,0,0,0,0.00,0.00,0.00,328,549,16,0
Nissan Almera MC,20140204,0,0,0,0.00,0.00,0.00,451,754,0,0
Nissan Almera MC,20140205,0,0,0,0.00,0.00,0.00,435,828,8,0
Nissan Almera MC,20140206,0,0,0,0.00,0.00,0.00,377,721,33,0
Nissan Almera MC,20140207,0,0,0,0.00,0.00,0.00,279,541,8,0
Nissan Almera MC,20140208,0,0,0,0.00,0.00,0.00,328,607,25,0
Nissan Almera MC,20140209,0,0,0,0.00,0.00,0.00,230,467,0,0
Nissan Almera MC,20140210,0,0,0,0.00,0.00,0.00,402,623,0,0
Nissan Almera MC,20140211,0,0,0,0.00,0.00,0.00,328,525,0,0
Nissan Almera MC,20140212,0,0,0,0.00,0.00,0.00,238,385,0,0
Nissan Almera MC,20140213,0,0,0,0.00,0.00,0.00,98,189,8,0
Nissan Almera SEM,20140127,29517,790,5604.75,7.09,2.68,0.00,443,680,8,0
Nissan Almera SEM,20140128,29900,1103,5535.53,5.02,3.69,0.00,549,1115,8,0
Nissan Almera SEM,20140129,28561,1478,5495.41,3.72,5.17,219.82,820,1394,16,0
Nissan Almera SEM,20140130,37339,1605,5432.26,3.38,4.30,679.03,844,1591,16,0
Nissan Almera SEM,20140131,28571,1158,5238.74,4.52,4.05,0.00,435,984,16,0
Nissan Almera SEM,20140201,37374,1549,5927.51,3.83,4.14,370.47,771,1509,16,0
Nissan Almera SEM,20140202,36207,1623,5940.98,3.66,4.48,0.00,697,1320,0,0
Nissan Almera SEM,20140203,38599,1730,6325.02,3.66,4.48,790.63,705,1345,16,0
Nissan Almera SEM,20140204,31438,1866,6192.84,3.32,5.94,187.66,885,1623,25,0
Nissan Almera SEM,20140205,47292,1982,9273.04,4.68,4.19,0.00,976,1927,33,0
Nissan Almera SEM,20140206,41299,2205,8025.67,3.64,5.34,1003.21,959,1861,25,0
Nissan Almera SEM,20140207,38846,1803,7849.14,4.35,4.64,981.14,935,1763,41,0
Nissan Almera SEM,20140208,42204,1882,7868.5,4.18,4.46,983.56,926,1836,66,0
Nissan Almera SEM,20140209,40401,2015,7861.33,3.90,4.99,982.67,1033,1804,16,0
Nissan Almera SEM,20140210,44938,2049,8260.6,4.03,4.56,1032.58,976,1918,16,0
Nissan Almera SEM,20140211,40797,1955,8295.01,4.24,4.79,251.36,885,1787,0,0
Nissan Almera SEM,20140212,42526,1889,8182.06,4.33,4.44,247.94,836,1705,16,0
Nissan Almera SEM,20140213,19932,812,4078.37,5.02,4.07,509.80,328,721,0,0
Nissan Almera SEM Jun-July 2013,20130607,41469,1004,6788.65,6.76,2.42,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130610,40132,1216,9000.83,7.40,3.03,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130611,36444,1842,8909.18,4.84,5.05,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130612,33182,1496,8767.5,5.86,4.51,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130613,32903,1447,8664.46,5.99,4.40,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130614,32264,1407,8292.6,5.89,4.36,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130615,30140,1402,8307.53,5.93,4.65,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130616,31099,1536,8340.01,5.43,4.94,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130617,29754,1751,8870.26,5.07,5.88,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130618,26906,1559,8778.26,5.63,5.79,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130619,29477,1491,8646.73,5.80,5.06,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130620,30148,1431,8506.82,5.94,4.75,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130621,26894,1361,8254.52,6.07,5.06,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130622,30456,1462,8135.59,5.56,4.80,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130623,31981,1483,8155.2,5.50,4.64,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130624,30337,1611,8721.29,5.41,5.31,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130625,32236,1514,8605.67,5.68,4.70,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130626,28260,1567,8489.96,5.42,5.54,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130627,33902,1502,8347.84,5.56,4.43,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130628,29161,1262,7954.13,6.30,4.33,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130629,26958,1334,7411.24,5.56,4.95,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130630,31040,1315,7383.99,5.62,4.24,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130701,34140,1552,8676.83,5.59,4.55,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130702,29231,1427,8557.27,6.00,4.88,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130703,30606,1302,8156.02,6.26,4.25,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130704,34537,1329,8145.53,6.13,3.85,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130705,30459,1349,8137.31,6.03,4.43,0.00,0,0,0,0
