date,campaign,impressions,adClicks,adCost,CPC,CTR,costPerConversion,newVisits,visits,bounces,organicSearches
20130721,JARUNEE-Keyword,43282,239,957.01,4.004225941,0.552192597,0,0,0,0,0
20130722,(not set),0,0,0,0,0,0,2087,2781,1369,517
20130722,GSN-Generic-Tablet,0,0,0,0,0,0,0,6,6,0
20130722,JARUNEE-Interests,47532,348,1023.01,2.939683908,0.732138349,0,0,0,0,0
20130722,JARUNEE-Keyword,33643,217,1002.68,4.620645161,0.645007877,0,0,0,0,0
20130722,JARUNEE-Placements,158047,241,771.52,3.201327801,0.152486286,0,0,0,0,0
20130722,JARUNEE-Topic,90268,280,757.05,2.70375,0.310187442,0,0,0,0,0
20130723,(not set),0,0,0,0,0,0,2842,3974,1576,1010
20130723,GSN-Brand-Mob,0,0,0,0,0,0,0,12,6,0
20130723,JARUNEE-Interests,51322,393,1018.55,2.59173028,0.765753478,0,0,0,0,0
20130723,JARUNEE-Keyword,31382,219,998.29,4.558401826,0.697852272,0,0,0,0,0
20130723,JARUNEE-Placements,186145,275,766.4,2.786909091,0.147734293,0,0,0,0,0
20130723,JARUNEE-Topic,55297,269,752.02,2.795613383,0.486464003,0,0,0,0,0
20130724,(not set),0,0,0,0,0,0,3043,4309,1576,1162
20130724,JARUNEE-Interests,38477,299,982.71,3.286655518,0.777087611,0,0,0,0,0
20130724,JARUNEE-Keyword,6632,145,980.48,6.761931034,2.186369119,0,0,0,0,0
20130724,JARUNEE-Placements,148723,218,748.71,3.434449541,0.146581228,0,0,0,0,0
20130724,JARUNEE-Topic,52844,232,742.02,3.198362069,0.439028083,0,0,0,0,0
20130725,(not set),0,0,0,0,0,0,3116,4424,1601,1394
20130725,JARUNEE-Interests,38828,262,959.81,3.663396947,0.674770784,0,0,0,0,0
20130725,JARUNEE-Keyword,6754,159,957.79,6.023836478,2.354160497,0,0,0,0,0
20130725,JARUNEE-Placements,309239,205,731.18,3.566731707,0.066291768,0,0,0,0,0
20130725,JARUNEE-Topic,46621,203,722.49,3.559064039,0.435426096,0,0,0,0,0
20130726,(not set),0,0,0,0,0,0,2836,4321,1637,1278
20130726,JARUNEE-Interests,40136,273,927.59,3.397765568,0.680187363,0,0,0,0,0
20130726,JARUNEE-Keyword,7859,143,933.59,6.528601399,1.81956992,0,0,0,0,0
20130726,JARUNEE-Placements,495530,189,714.96,3.782857143,0.03814098,0,0,0,0,0
20130726,JARUNEE-Topic,52811,213,700.62,3.289295775,0.403325065,0,0,0,0,0
20130727,(not set),0,0,0,0,0,0,1649,2635,895,785
20130727,GSN-Brand-Mob,0,0,0,0,0,0,0,6,0,0
20130727,JARUNEE-Keyword,7731,149,935.36,6.277583893,1.927305653,0,0,0,0,0
20130728,(not set),0,0,0,0,0,0,1448,2270,712,718
20130728,JARUNEE-Keyword,9000,175,928.51,5.305771429,1.944444444,0,0,0,0,0
20130729,(not set),0,0,0,0,0,0,3079,4370,1394,1248
20130729,JARUNEE-Interests,46650,250,937.87,3.75148,0.535905681,0,0,0,0,0
20130729,JARUNEE-Keyword,5126,133,944.91,7.104586466,2.594615685,0,0,0,0,0
20130729,JARUNEE-Placements,525022,244,720.11,2.951270492,0.046474243,0,0,0,0,0
20130729,JARUNEE-Topic,78150,213,707.07,3.319577465,0.272552783,0,0,0,0,0
20130730,(not set),0,0,0,0,0,0,3207,4242,1588,1315
20130730,JARUNEE-Interests,34992,258,933.8,3.619379845,0.737311385,0,0,0,0,0
20130730,JARUNEE-Keyword,6741,138,937.8,6.795652174,2.04717401,0,0,0,0,0
20130730,JARUNEE-Placements,450168,214,716.1,3.346261682,0.047537808,0,0,0,0,0
20130730,JARUNEE-Topic,42865,218,690.56,3.167706422,0.508573428,0,0,0,0,0
20130731,(not set),0,0,0,0,0,0,3079,4363,1181,1315
20130731,JARUNEE-Interests,37349,257,908.15,3.533657588,0.688104099,0,0,0,0,0
20130731,JARUNEE-Keyword,11328,139,914.29,6.577625899,1.227048023,0,0,0,0,0
20130731,JARUNEE-Placements,461780,182,701.05,3.851923077,0.039412707,0,0,0,0,0
20130731,JARUNEE-Topic,50250,206,688.61,3.34276699,0.409950249,0,0,0,0,0
20130801,(not set),0,0,0,0,0,0,2872,4175,1077,1150
20130802,(not set),0,0,0,0,0,0,2775,4071,1339,980
20130803,(not set),0,0,0,0,0,0,1722,2702,736,785
20130804,(not set),0,0,0,0,0,0,1442,2282,694,749
20130805,(not set),0,0,0,0,0,0,3536,4875,1534,1217
20130805,GSN-Brand,0,0,0,0,0,0,0,6,0,0
20130805,JARUNEE-Interests,132107,303,1070.21,3.532046205,0.229359534,0,0,0,0,0
20130805,JARUNEE-Keyword,121345,285,1066.75,3.742982456,0.234867526,0,0,0,0,0
20130805,JARUNEE-Placements,585781,236,1049.01,4.444957627,0.040288094,0,0,0,0,0
20130805,JARUNEE-Topic,243498,293,1057.39,3.60883959,0.12032953,0,0,0,0,0
20130806,(not set),0,0,0,0,0,0,3572,4972,1826,1394
20130806,JARUNEE-Interests,55391,471,1051.51,2.232505308,0.850318644,0,0,0,0,0
20130806,JARUNEE-Keyword,34258,262,1055.7,4.029389313,0.764784868,0,0,0,0,0
20130806,JARUNEE-Placements,567981,251,1047.17,4.171992032,0.044191619,0,0,0,0,0
20130806,JARUNEE-Topic,107805,451,1045.89,2.319046563,0.418347943,0,0,0,0,0
20130807,(not set),0,0,0,0,0,0,3286,4552,1649,1199
20130807,JARUNEE-Interests,48742,501,1033.46,2.062794411,1.027860982,0,0,0,0,0
20130807,JARUNEE-Keyword,83395,226,1043.97,4.619336283,0.27099946,0,0,0,0,0
20130807,JARUNEE-Placements,268766,213,1035.35,4.860798122,0.079251096,0,0,0,0,0
20130807,JARUNEE-Topic,83288,518,1036.92,2.001776062,0.621938334,0,0,0,0,0
20130808,(not set),0,0,0,0,0,0,2982,4041,1588,968
20130808,JARUNEE-Interests,52184,508,1021.8,2.011417323,0.973478461,0,0,0,0,0
20130808,JARUNEE-Keyword,12255,154,1024.56,6.652987013,1.256629947,0,0,0,0,0
20130808,JARUNEE-Placements,251629,224,1024.91,4.575491071,0.089019946,0,0,0,0,0
20130808,JARUNEE-Topic,68504,466,1022.35,2.19388412,0.680252248,0,0,0,0,0
20130809,(not set),0,0,0,0,0,0,2812,3846,1363,1144
20130809,JARUNEE-Interests,40585,451,983.53,2.180776053,1.111247998,0,0,0,0,0
20130809,JARUNEE-Keyword,9045,150,1008.85,6.725666667,1.658374793,0,0,0,0,0
20130809,JARUNEE-Placements,207839,174,893.1,5.132758621,0.083718648,0,0,0,0,0
20130809,JARUNEE-Topic,70768,438,875.25,1.998287671,0.618923807,0,0,0,0,0
20130810,(not set),0,0,0,0,0,0,1582,2349,767,676
20130810,JARUNEE-Keyword,52485,202,992.52,4.913465347,0.384871868,0,0,0,0,0
20130811,(not set),0,0,0,0,0,0,1375,1954,639,627
20130811,JARUNEE-Keyword,12126,179,990.67,5.534469274,1.476166914,0,0,0,0,0
20130812,(not set),0,0,0,0,0,0,2361,2958,1661,657
20130812,JARUNEE-Interests,71829,759,1052.22,1.386324111,1.056676273,0,0,0,0,0
20130812,JARUNEE-Keyword,12930,191,1053.05,5.513350785,1.477184841,0,0,0,0,0
20130812,JARUNEE-Placements,307123,217,793.88,3.65843318,0.070655731,0,0,0,0,0
20130812,JARUNEE-Topic,96556,459,798.22,1.739041394,0.475371805,0,0,0,0,0
20130813,(not set),0,0,0,0,0,0,3092,4394,1534,1284
20130813,JARUNEE-Interests,51515,537,1026.97,1.912420857,1.042414831,0,0,0,0,0
20130813,JARUNEE-Keyword,6124,156,1041.5,6.676282051,2.54735467,0,0,0,0,0
20130813,JARUNEE-Placements,287581,189,787.35,4.165873016,0.065720614,0,0,0,0,0
20130813,JARUNEE-Topic,55537,363,779.83,2.148292011,0.653618309,0,0,0,0,0
20130814,(not set),0,0,0,0,0,0,3493,4674,1631,1375
20130814,JARUNEE-Interests,58520,790,1295.14,1.639417722,1.349965824,0,0,0,0,0
20130814,JARUNEE-Keyword,9711,160,1040.51,6.5031875,1.647616105,0,0,0,0,0
20130814,JARUNEE-Placements,543520,266,1046.37,3.933721805,0.048940241,0,0,0,0,0
20130814,JARUNEE-Topic,71990,584,1045.84,1.790821918,0.811223781,0,0,0,0,0
20130815,(not set),0,0,0,0,0,0,3597,4796,1783,1546
20130815,JARUNEE-Interests,67812,830,1292.78,1.557566265,1.223972158,0,0,0,0,0
20130815,JARUNEE-Keyword,13265,173,1030.64,5.957456647,1.304183943,0,0,0,0,0
20130815,JARUNEE-Placements,504316,257,1030.1,4.008171206,0.050960112,0,0,0,0,0
20130815,JARUNEE-Topic,73755,547,1031.37,1.885502742,0.741644634,0,0,0,0,0
20130816,(not set),0,0,0,0,0,0,3195,4242,1680,1187
20130816,JARUNEE-Interests,58669,744,1252.64,1.683655914,1.268131381,0,0,0,0,0
20130816,JARUNEE-Keyword,7507,166,996.93,6.00560241,2.211269482,0,0,0,0,0
20130816,JARUNEE-Placements,388047,228,992.61,4.353552632,0.058755769,0,0,0,0,0
20130816,JARUNEE-Topic,76744,582,992.93,1.706065292,0.758365475,0,0,0,0,0
20130817,(not set),0,0,0,0,0,0,1655,2440,736,870
20130817,JARUNEE-Keyword,8735,154,1000.42,6.496233766,1.763022324,0,0,0,0,0
20130818,(not set),0,0,0,0,0,0,1564,2270,615,730
20130818,JARUNEE-Keyword,14502,191,1006.52,5.26973822,1.317059716,0,0,0,0,0
20130819,(not set),0,0,0,0,0,0,3396,4583,1680,1339
20130819,JARUNEE-Interests,71818,591,1320.96,2.235126904,0.822913476,0,0,0,0,0
20130819,JARUNEE-Keyword,7541,169,1064.73,6.300177515,2.241082085,0,0,0,0,0
20130819,JARUNEE-Placements,509026,306,1055.33,3.44879085,0.060114807,0,0,0,0,0
20130819,JARUNEE-Topic,112352,465,1066.57,2.293698925,0.413877813,0,0,0,0,0
20130820,(not set),0,0,0,0,0,0,3505,4649,1765,1540
20130820,JARUNEE-Interests,58030,623,1297.272,2.082298555,1.07358263,0,0,0,0,0
20130820,JARUNEE-Keyword,5962,174,1036.7,5.958045977,2.91848373,0,0,0,0,0
20130820,JARUNEE-Placements,432869,281,1037.53,3.69227758,0.064915714,0,0,0,0,0
20130820,JARUNEE-Topic,84710,563,1041.72,1.850301954,0.66462047,0,0,0,0,0
20130821,(not set),0,0,0,0,0,0,3207,4430,1777,1315
20130821,JARUNEE-Interests,58359,611,1274.24,2.085499182,1.046967906,0,0,0,0,0
20130821,JARUNEE-Keyword,8245,182,1028.54,5.651318681,2.207398423,0,0,0,0,0
20130821,JARUNEE-Placements,424284,297,1018.29,3.428585859,0.070000283,0,0,0,0,0
20130821,JARUNEE-Topic,77412,511,1023.97,2.003855186,0.660104377,0,0,0,0,0
20130822,(not set),0,0,0,0,0,0,3463,4716,1765,1454
20130822,JARUNEE-Interests,58284,777,1249.42,1.608005148,1.333127445,0,0,0,0,0
20130822,JARUNEE-Keyword,8031,179,1005.87,5.619385475,2.228863155,0,0,0,0,0
20130822,JARUNEE-Placements,440780,296,1005.01,3.395304054,0.067153682,0,0,0,0,0
20130822,JARUNEE-Topic,74770,515,1021.15,1.982815534,0.688778922,0,0,0,0,0
20130823,(not set),0,0,0,0,0,0,3049,4223,1619,1241
20130823,JARUNEE-Interests,60698,598,1206.64,2.017792642,0.985205443,0,0,0,0,0
20130823,JARUNEE-Keyword,6651,146,979.33,6.707739726,2.195158623,0,0,0,0,0
20130823,JARUNEE-Placements,397236,306,968.73,3.165784314,0.077032293,0,0,0,0,0
20130823,JARUNEE-Topic,67979,452,956.18,2.115442478,0.664911223,0,0,0,0,0
20130824,(not set),0,0,0,0,0,0,1661,2526,718,834
20130824,JARUNEE-Keyword,9648,169,980.21,5.800059172,1.751658375,0,0,0,0,0
20130825,(not set),0,0,0,0,0,0,1576,2343,669,688
20130825,JARUNEE-Keyword,17095,210,977.46,4.654571429,1.228429365,0,0,0,0,0
20130826,(not set),0,0,0,0,0,0,3152,4497,1680,1217
20130826,JARUNEE-Interests,63382,615,1278.04,2.078113821,0.970307027,0,0,0,0,0
20130826,JARUNEE-Keyword,14499,158,1026.1,6.494303797,1.089730326,0,0,0,0,0
20130826,JARUNEE-Placements,348379,298,1019.47,3.421040268,0.085539025,0,0,0,0,0
20130826,JARUNEE-Topic,81339,439,1017.43,2.3176082,0.539716495,0,0,0,0,0
20130827,(not set),0,0,0,0,0,0,4595,6098,2483,1333
20130827,JARUNEE-Interests,55725,562,1244.13,2.213754448,1.008524002,0,0,0,0,0
20130827,JARUNEE-Keyword,7213,148,1009.69,6.82222973,2.051850825,0,0,0,0,0
20130827,JARUNEE-Placements,380136,285,994.71,3.490210526,0.074973167,0,0,0,0,0
20130827,JARUNEE-Topic,70761,399,981.25,2.459273183,0.563869928,0,0,0,0,0
20130828,(not set),0,0,0,0,0,0,7656,9256,5124,1485
20130828,JARUNEE-Interests,51760,701,1241.91,1.771626248,1.354327666,0,0,0,0,0
20130828,JARUNEE-Keyword,7180,169,1001.85,5.928106509,2.353760446,0,0,0,0,0
20130828,JARUNEE-Placements,298192,267,993.74,3.721872659,0.089539625,0,0,0,0,0
20130828,JARUNEE-Topic,66426,588,983.41,1.672465986,0.885195556,0,0,0,0,0
20130829,(not set),0,0,0,0,0,0,9104,10620,6469,1418
20130829,JARUNEE-Interests,49498,670,1221.65,1.823358209,1.353590044,0,0,0,0,0
20130829,JARUNEE-Keyword,7852,176,1003.56,5.702045455,2.241467142,0,0,0,0,0
20130829,JARUNEE-Placements,242518,235,812.18,3.456085106,0.096900024,0,0,0,0,0
20130829,JARUNEE-Topic,64709,551,983.94,1.785735027,0.851504428,0,0,0,0,0
20130830,(not set),0,0,0,0,0,0,7303,8794,5209,1327
20130830,JARUNEE-Interests,39512,601,1083.36,1.802595674,1.521056894,0,0,0,0,0
20130830,JARUNEE-Keyword,9799,152,965.91,6.354671053,1.551178692,0,0,0,0,0
20130830,JARUNEE-Placements,231097,279,963.12,3.452043011,0.120728525,0,0,0,0,0
20130830,JARUNEE-Topic,48072,451,844.85,1.873281596,0.938176069,0,0,0,0,0
20130831,(not set),0,0,0,0,0,0,6877,8076,5057,852
20130831,JARUNEE-Keyword,8280,165,844.15,5.116060606,1.992753623,0,0,0,0,0
20130901,(not set),0,0,0,0,0,0,4388,5234,2952,596
20130902,(not set),0,0,0,0,0,0,7662,9196,4619,1400
20130902,JARUNEE-Interests,332950,884,2503.58,2.832104072,0.265505331,0,0,0,0,0
20130902,JARUNEE-Keyword,355457,767,2004.63,2.613598435,0.215778561,0,0,0,0,0
20130902,JARUNEE-Placements,150800,173,547.09,3.162369942,0.114721485,0,0,0,0,0
20130902,JARUNEE-Topic,527795,716,2002.72,2.797094972,0.135658731,0,0,0,0,0
20130903,(not set),0,0,0,0,0,0,7175,8995,4905,1363
20130903,JARUNEE-Interests,154558,844,2474.07,2.931362559,0.546073319,0,0,0,0,0
20130903,JARUNEE-Keyword,83281,431,1997.22,4.633921114,0.517525006,0,0,0,0,0
20130903,JARUNEE-Placements,423123,439,1598.65,3.641571754,0.103752337,0,0,0,0,0
20130903,JARUNEE-Topic,239957,696,2007.07,2.883721264,0.290051968,0,0,0,0,0
20130903,Sungwai 100-keyword,34,1,0.73,0.73,2.941176471,0,0,0,0,0
20130904,(not set),0,0,0,0,0,0,6688,8423,4290,1649
20130904,JARUNEE-Interests,1,0,0,0,0,0,0,0,0,0
20130904,Sungwai 100-Interest,195564,343,1561.16,4.55148688,0.175390154,0,0,0,0,0
20130904,Sungwai 100-Placement,188981,237,1552.18,6.5492827,0.125409433,0,0,0,0,0
20130904,Sungwai 100-Topic,305050,389,1557.43,4.003676093,0.127520079,0,0,0,0,0
20130904,Sungwai 100-keyword,170217,272,1600.44,5.883970588,0.159796025,0,0,0,0,0
20130905,(not set),0,0,0,0,0,0,7309,8855,4771,1540
20130905,Sungwai 100-Interest,97668,426,1540.53,3.616267606,0.43617152,0,0,0,0,0
20130905,Sungwai 100-Placement,118377,255,1529.21,5.996901961,0.215413467,0,0,0,0,0
20130905,Sungwai 100-Topic,140056,425,1536.22,3.614635294,0.303450049,0,0,0,0,0
20130905,Sungwai 100-keyword,127418,280,1585.99,5.66425,0.219749172,0,0,0,0,0
20130906,(not set),0,0,0,0,0,0,7084,9147,4643,1406
20130906,Sungwai 100-Interest,62006,388,1208.31,3.114201031,0.625745896,0,0,0,0,0
20130906,Sungwai 100-Placement,144480,271,1220.06,4.502066421,0.187569214,0,0,0,0,0
20130906,Sungwai 100-Topic,127500,508,1496.41,2.945688976,0.398431373,0,0,0,0,0
20130906,Sungwai 100-keyword,177291,305,1507.16,4.941508197,0.172033549,0,0,0,0,0
20130907,(not set),0,0,0,0,0,0,6201,7723,4290,895
20130907,Sungwai 100-keyword,227894,324,1499.52,4.628148148,0.14217136,0,0,0,0,0
20130908,(not set),0,0,0,0,0,0,5909,7285,4418,815
20130908,Sungwai 100-keyword,138220,374,1491.83,3.988850267,0.270583128,0,0,0,0,0
20130909,(not set),0,0,0,0,0,0,7838,9749,5380,1759
20130909,Sungwai 100-Interest,78096,539,1259.09,2.335974026,0.690176193,0,0,0,0,0
20130909,Sungwai 100-Placement,115993,176,839.89,4.772102273,0.151733294,0,0,0,0,0
20130909,Sungwai 100-Topic,172042,617,1576.17,2.554570502,0.358633357,0,0,0,0,0
20130909,Sungwai 100-keyword,264688,325,1578.39,4.856584615,0.122786073,0,0,0,0,0
20130910,(not set),0,0,0,0,0,0,8258,10236,5660,1637
20130910,Sungwai 100-Interest,52456,485,1244.35,2.565670103,0.924584414,0,0,0,0,0
20130910,Sungwai 100-Placement,63053,162,835.57,5.157839506,0.256926712,0,0,0,0,0
20130910,Sungwai 100-Topic,127911,570,1538.48,2.699087719,0.445622347,0,0,0,0,0
20130910,Sungwai 100-keyword,274836,341,1558.91,4.571583578,0.124073993,0,0,0,0,0
20130911,(not set),0,0,0,0,0,0,6944,8648,4759,1436
20130911,Sungwai 100-Interest,53234,470,1241.14,2.640723404,0.882894391,0,0,0,0,0
20130911,Sungwai 100-Placement,55500,173,826.67,4.778439306,0.311711712,0,0,0,0,0
20130911,Sungwai 100-Topic,145398,683,1547.9,2.266325037,0.469745113,0,0,0,0,0
20130911,Sungwai 100-keyword,118312,286,1553.41,5.431503497,0.241733721,0,0,0,0,0
20130912,(not set),0,0,0,0,0,0,6201,7966,4138,1357
20130912,Sungwai 100-Interest,61003,577,1229.27,2.130450607,0.945855122,0,0,0,0,0
20130912,Sungwai 100-Placement,45006,150,817.18,5.447866667,0.333288895,0,0,0,0,0
20130912,Sungwai 100-Topic,117069,680,1524.9,2.2425,0.580854026,0,0,0,0,0
20130912,Sungwai 100-keyword,38585,307,1540.33,5.017361564,0.795645976,0,0,0,0,0
20130913,(not set),0,0,0,0,0,0,5921,7394,3877,1363
20130913,Sungwai 100-Interest,53234,496,1181.18,2.38141129,0.931735357,0,0,0,0,0
20130913,Sungwai 100-Placement,50361,153,798.7,5.220261438,0.303806517,0,0,0,0,0
20130913,Sungwai 100-Topic,120007,672,1492.25,2.220610119,0.559967335,0,0,0,0,0
20130913,Sungwai 100-keyword,85394,286,1491.96,5.216643357,0.334918144,0,0,0,0,0
20130914,(not set),0,0,0,0,0,0,4516,5605,3061,1047
20130914,Sungwai 100-Interest,1,0,0,0,0,0,0,0,0,0
20130914,Sungwai 100-Topic,1,0,0,0,0,0,0,0,0,0
20130914,Sungwai 100-keyword,30225,326,1503.83,4.61297546,1.078577337,0,0,0,0,0
20130915,(not set),0,0,0,0,0,0,4108,5063,2933,645
20130915,Sungwai 100-keyword,50077,351,1489.92,4.244786325,0.700920582,0,0,0,0,0
20130916,(not set),0,0,0,0,0,0,5666,7254,3895,1363
20130916,Sungwai 100-Interest,70450,458,1258.26,2.747292576,0.650106458,0,0,0,0,0
20130916,Sungwai 100-Placement,78289,157,856.17,5.453312102,0.200539028,0,0,0,0,0
20130916,Sungwai 100-Topic,150409,501,1570.22,3.134171657,0.33309177,0,0,0,0,0
20130916,Sungwai 100-keyword,35349,306,1569.65,5.129575163,0.865653908,0,0,0,0,0
20130917,(not set),0,0,0,0,0,0,5325,7029,3609,1248
20130917,GSN-Brand,0,0,0,0,0,0,0,6,0,0
20130917,Sungwai 100-Interest,50737,434,1240.69,2.858732719,0.855391529,0,0,0,0,0
20130917,Sungwai 100-Placement,54699,158,844.53,5.345126582,0.288853544,0,0,0,0,0
20130917,Sungwai 100-Topic,95659,496,1533.87,3.092479839,0.518508452,0,0,0,0,0
20130917,Sungwai 100-keyword,283736,307,1553.34,5.059739414,0.108199171,0,0,0,0,0
20130918,(not set),0,0,0,0,0,0,5501,7193,3743,1339
20130918,Sungwai 100-Interest,76486,517,1571.12,3.038916828,0.675940695,0,0,0,0,0
20130918,Sungwai 100-Placement,60870,200,1050.94,5.2547,0.328569082,0,0,0,0,0
20130918,Sungwai 100-Topic,123976,476,1678.8,3.526890756,0.38394528,0,0,0,0,0
20130918,Sungwai 100-keyword,37719,231,1259.01,5.45025974,0.612423447,0,0,0,0,0
20130919,(not set),0,0,0,0,0,0,5581,7339,3834,1381
20130919,Sungwai 100-Interest,71996,515,1538.5,2.987378641,0.715317518,0,0,0,0,0
20130919,Sungwai 100-Placement,58049,180,1025.4,5.696666667,0.310082861,0,0,0,0,0
20130919,Sungwai 100-Topic,114943,479,1637.09,3.417724426,0.416728291,0,0,0,0,0
20130919,Sungwai 100-keyword,103773,220,1242.87,5.649409091,0.212001195,0,0,0,0,0
20130920,(not set),0,0,0,0,0,0,5155,6779,3840,1120
20130920,Sungwai 100-Interest,61311,530,1484.67,2.801264151,0.864445206,0,0,0,0,0
20130920,Sungwai 100-Placement,56051,187,994.4,5.317647059,0.333624735,0,0,0,0,0
20130920,Sungwai 100-Topic,103316,509,1582.4,3.108840864,0.492663285,0,0,0,0,0
20130920,Sungwai 100-keyword,33128,235,1195.91,5.088978723,0.709369717,0,0,0,0,0
20130921,(not set),0,0,0,0,0,0,4071,5234,2958,822
20130921,Sungwai 100-keyword,29619,253,1187.62,4.694150198,0.854181438,0,0,0,0,0
20130922,(not set),0,0,0,0,0,0,3749,4765,2769,676
20130922,Sungwai 100-keyword,40472,277,1200.01,4.332166065,0.684423799,0,0,0,0,0
20130923,(not set),0,0,0,0,0,0,5264,6859,3420,1394
20130923,Sungwai 100-Interest,82857,514,1572.38,3.059105058,0.620345897,0,0,0,0,0
20130923,Sungwai 100-Placement,118645,209,1053.07,5.03861244,0.176155759,0,0,0,0,0
20130923,Sungwai 100-Topic,130879,476,1682.75,3.535189076,0.36369471,0,0,0,0,0
20130923,Sungwai 100-keyword,98416,254,1278.13,5.032007874,0.258088116,0,0,0,0,0
20130924,(not set),0,0,0,0,0,0,5447,7145,3505,1473
20130924,Sungwai 100-Interest,61949,547,1566.64,2.864058501,0.88298439,0,0,0,0,0
20130924,Sungwai 100-Placement,82479,201,1046.51,5.206517413,0.243698396,0,0,0,0,0
20130924,Sungwai 100-Topic,122333,539,1676.97,3.111261596,0.440600656,0,0,0,0,0
20130924,Sungwai 100-keyword,27622,216,1251.72,5.795,0.781985374,0,0,0,0,0
20130925,(not set),0,0,0,0,0,0,5788,8009,4631,1321
20130925,Sungwai 100-Interest,57107,494,1521.63,3.080222672,0.865042814,0,0,0,0,0
20130925,Sungwai 100-Placement,74422,199,1006.49,5.057738693,0.26739405,0,0,0,0,0
20130925,Sungwai 100-Topic,109439,487,1625.26,3.337289528,0.444996756,0,0,0,0,0
20130925,Sungwai 100-keyword,35164,219,1237.23,5.649452055,0.622796041,0,0,0,0,0
20130926,(not set),0,0,0,0,0,0,6317,8362,4674,1302
20130926,Sungwai 100-Interest,51240,413,1476.91,3.576053269,0.806010929,0,0,0,0,0
20130926,Sungwai 100-Placement,67140,187,991.78,5.303636364,0.27852249,0,0,0,0,0
20130926,Sungwai 100-Topic,92134,427,1560.79,3.655245902,0.463455402,0,0,0,0,0
20130926,Sungwai 100-keyword,112164,236,1194.67,5.062161017,0.210406191,0,0,0,0,0
20130927,(not set),0,0,0,0,0,0,5842,8124,4960,1138
20130927,Sungwai 100-Interest,88649,699,2522.75,3.609084406,0.788502972,0,0,0,0,0
20130927,Sungwai 100-Placement,312850,463,2536.78,5.479006479,0.147994246,0,0,0,0,0
20130927,Sungwai 100-Topic,137165,726,2530.63,3.485716253,0.529289542,0,0,0,0,0
20130927,Sungwai 100-keyword,69438,476,2533.97,5.323466387,0.685503615,0,0,0,0,0
20130928,(not set),0,0,0,0,0,0,4084,6025,3438,955
20130928,Sungwai 100-keyword,89481,426,2497.97,5.863779343,0.476078721,0,0,0,0,0
20130929,(not set),0,0,0,0,0,0,3810,5288,3365,627
20130929,Sungwai 100-keyword,87503,458,2484.14,5.423886463,0.523410626,0,0,0,0,0
20130930,(not set),0,0,0,0,0,0,5234,7218,4035,1229
20130930,Sungwai 100-Interest,112712,571,2330.53,4.081488616,0.506600894,0,0,0,0,0
20130930,Sungwai 100-Placement,331539,339,2316.59,6.83359882,0.102250414,0,0,0,0,0
20130930,Sungwai 100-Topic,161450,505,2312.72,4.579643564,0.312790338,0,0,0,0,0
20130930,Sungwai 100-keyword,88252,401,2372.87,5.917381546,0.454380637,0,0,0,0,0
20131001,(not set),0,0,0,0,0,0,5562,7084,3712,1272
20131001,Sungwai 100-Interest,128014,355,1559.74,4.393633803,0.277313419,0,0,0,0,0
20131001,Sungwai 100-Placement,237875,227,1563.25,6.886563877,0.095428271,0,0,0,0,0
20131001,Sungwai 100-Topic,230645,374,1560.15,4.171524064,0.16215396,0,0,0,0,0
20131001,Sungwai 100-keyword,98335,207,1528.59,7.384492754,0.210504907,0,0,0,0,0
20131002,(not set),0,0,0,0,0,0,7175,9323,5264,1351
20131002,Sungwai 100-Interest,57085,364,1548.01,4.252774725,0.637645616,0,0,0,0,0
20131002,Sungwai 100-Placement,128766,230,1577.19,6.857347826,0.178618579,0,0,0,0,0
20131002,Sungwai 100-Topic,80046,359,1549.54,4.316267409,0.448492117,0,0,0,0,0
20131002,Sungwai 100-keyword,101412,230,1504.85,6.542826087,0.226797618,0,0,0,0,0
20131003,(not set),0,0,0,0,0,0,4929,6962,3481,1442
20131003,Sungwai 100-Interest,55045,360,1528.97,4.247138889,0.654010355,0,0,0,0,0
20131003,Sungwai 100-Placement,124886,227,1542.96,6.797180617,0.18176577,0,0,0,0,0
20131003,Sungwai 100-Topic,73167,351,1524.68,4.343817664,0.479724466,0,0,0,0,0
20131003,Sungwai 100-keyword,14254,196,1499.66,7.651326531,1.375052617,0,0,0,0,0
20131004,(not set),0,0,0,0,0,0,3560,5063,2264,1333
20131004,Sungwai 100-Interest,63222,386,1513.64,3.92134715,0.610546962,0,0,0,0,0
20131004,Sungwai 100-Placement,115046,205,1491.52,7.275707317,0.178189594,0,0,0,0,0
20131004,Sungwai 100-Topic,79771,354,1495.6,4.224858757,0.443770292,0,0,0,0,0
20131004,Sungwai 100-keyword,10597,172,1467.68,8.533023256,1.623100878,0,0,0,0,0
20131005,(not set),0,0,0,0,0,0,4059,5136,3000,718
20131005,Sungwai 100-keyword,152679,222,1432.98,6.454864865,0.145403101,0,0,0,0,0
20131006,(not set),0,0,0,0,0,0,3724,4820,2872,791
20131006,Sungwai 100-keyword,35329,270,1472.03,5.451962963,0.764244672,0,0,0,0,0
20131007,(not set),0,0,0,0,0,0,5721,7455,3871,1448
20131007,Sungwai 100-Interest,83647,434,1563.86,3.603364055,0.51884706,0,0,0,0,0
20131007,Sungwai 100-Placement,215959,229,1565.47,6.836113537,0.106038646,0,0,0,0,0
20131007,Sungwai 100-Topic,116578,440,1571.05,3.570568182,0.377429704,0,0,0,0,0
20131007,Sungwai 100-keyword,34274,221,1532.51,6.934434389,0.644803641,0,0,0,0,0
